,Analysis,Training Size,[Train Data] - The least error ML model,[Train Data] - RMSE (mean of cv=10),[Train Data] - STD (mean of cv=10),[Train Data] - RMSE(%) (mean of cv=10),[Test Data] - The least error ML model,[Test Data] - RMSE (cv=1),[Test Data] - RMSE(%) (cv=1)
185,14,0.4,Random Forest Regressor,0.030476285838729616,0.01458686167457719,1.1749907732108176,Random Forest Regressor,0.057440143670800796,2.214562469397945
186,14,0.45,Linear Regressor,0.03031476340168072,0.012721107128331575,1.168763394513713,Linear Regressor,0.06333959583567868,2.442011506246165
187,14,0.5,Linear Regressor,0.030011691217966173,0.010736844911653557,1.157078669499456,Linear Regressor,0.065014916225794,2.5066022510296344
188,14,0.55,Linear Regressor,0.03289114577403518,0.010357060932767444,1.2680939209367343,Linear Regressor,0.06557676149264764,2.528263781834883
189,14,0.6,Linear Regressor,0.03117022358891927,0.01070907542755147,1.201745032505083,Linear Regressor,0.06851704778666166,2.641624356162949
190,14,0.65,Linear Regressor,0.03359145691034142,0.01157335543153578,1.295093901442591,Linear Regressor,0.07152169552877168,2.757466338759184
191,14,0.7,Linear Regressor,0.03306430598838753,0.010501283994376744,1.2747699855736088,Linear Regressor,0.07521832664902568,2.8999872312736725
192,14,0.75,Random Forest Regressor,0.0357595953250765,0.015780970434447192,1.3786848825036824,Random Forest Regressor,0.06606430082626917,2.5470605020656225
193,14,0.8,Linear Regressor,0.038026444306691956,0.011855748361512307,1.4660815768303792,Linear Regressor,0.08316031908094704,3.206184905025597
194,14,0.85,Linear Regressor,0.05046673118088868,0.028838796207954688,1.9457076825384791,Linear Regressor,0.05195403178205411,2.0030494627215307
195,14,0.9,Random Forest Regressor,0.053361212545578005,0.025032248303864302,2.0573022815239828,Random Forest Regressor,0.048395850119999015,1.865866387183841
196,15,0.25,Random Forest Regressor,0.06307034433679998,0.03535016328023039,2.053816977396489,Random Forest Regressor,0.0901186435759428,2.9346153426376747
197,15,0.3,Random Forest Regressor,0.06783265777783092,0.029203851944693136,2.2088965207178646,Random Forest Regressor,0.09436591308237907,3.0729230419474356
198,15,0.35,Random Forest Regressor,0.06511269732980862,0.027562538090865406,2.1203239751778575,Random Forest Regressor,0.0929364714484959,3.0263748341211203
199,15,0.4,Random Forest Regressor,0.06063643873225323,0.023321716215233518,1.9745594958564383,Random Forest Regressor,0.09391470417992395,3.0582299161375284
200,15,0.45,Random Forest Regressor,0.059301312120991545,0.023276939094428857,1.9310825538797138,Random Forest Regressor,0.09085190928636129,2.958493340781431
201,15,0.5,Random Forest Regressor,0.06240635719324994,0.01944680084860857,2.032194960226046,Random Forest Regressor,0.09354534104660361,3.0462020085366652
202,15,0.55,Random Forest Regressor,0.0741896275387088,0.02426451880202026,2.4159043079271254,Random Forest Regressor,0.09793379527222569,3.1891072342474924
203,15,0.6,Random Forest Regressor,0.06637667324400894,0.021701108693856667,2.1614839723033237,Random Forest Regressor,0.0967318808176953,3.149968200870558
204,15,0.65,Random Forest Regressor,0.08006380717156031,0.04099581818484194,2.607190561158944,Random Forest Regressor,0.05599299520232384,1.8233508215478953
205,15,0.7,Random Forest Regressor,0.07772773972797095,0.038308885805384794,2.531119072625979,Random Forest Regressor,0.06512415925061704,2.120697220128356
206,15,0.75,Random Forest Regressor,0.07892797707567904,0.03596387789614925,2.5702034928483353,Random Forest Regressor,0.06501194237122428,2.117042999837175
207,15,0.8,Random Forest Regressor,0.06839438883197138,0.035469809556235174,2.2271886798594687,Random Forest Regressor,0.058754967588375784,1.9132914400306764
208,15,0.85,Random Forest Regressor,0.07673924448066836,0.03454816388743207,2.498929802972646,Random Forest Regressor,0.045289068074904154,1.4747891085863516
209,15,0.9,Random Forest Regressor,0.07685347066357158,0.034265022314828086,2.502649454041254,Random Forest Regressor,0.03304389272898733,1.0760383283093065
210,16,0.25,Random Forest Regressor,0.04187223118826795,0.030797785400380577,1.6143530599598788,Random Forest Regressor,0.06054681843577506,2.334338028779685
211,16,0.3,Random Forest Regressor,0.033665104247529984,0.02232967283091415,1.2979333203312977,Random Forest Regressor,0.061887964753660964,2.3860449381248854
212,16,0.35,Linear Regressor,0.04298103676808886,0.01973349926825101,1.6571022431270275,Linear Regressor,0.0668186622132423,2.5761443502107113
213,16,0.4,Decision Tree Regressor,0.03259255358497291,0.010289493811834702,1.2565819188194969,Decision Tree Regressor,0.08838047217051194,3.4074440659169163
214,16,0.45,Random Forest Regressor,0.03381700021886883,0.01264857233169907,1.303789557727005,Random Forest Regressor,0.06360835983554146,2.4523735044791874
215,16,0.5,Linear Regressor,0.03445055287935693,0.011985781900047428,1.3282157143248234,Linear Regressor,0.06658691645819131,2.567209563164921
216,16,0.55,Linear Regressor,0.03691420025534354,0.01366607654353401,1.4231998259238363,Linear Regressor,0.06611483861227475,2.549008949214638
217,16,0.6,Linear Regressor,0.036361293088897226,0.009233412206885123,1.4018828970023023,Linear Regressor,0.06696864425633357,2.581926797511281
218,16,0.65,Linear Regressor,0.04225815611198787,0.012004436640387259,1.6292321113942476,Linear Regressor,0.07400663752997337,2.8532714489627873
219,16,0.7,Linear Regressor,0.04382641951086162,0.011987737596427532,1.689695352662945,Linear Regressor,0.07292089324681075,2.81141137711764
220,16,0.75,Random Forest Regressor,0.041236507017155734,0.015544126052355346,1.589843182367948,Random Forest Regressor,0.06816256083037894,2.6279573724281247
221,16,0.8,Random Forest Regressor,0.042496700955092545,0.017399013863189754,1.6384290322765431,Random Forest Regressor,0.06902755589021399,2.6613066204158016
222,16,0.85,Random Forest Regressor,0.04947639140691683,0.02597951324462106,1.9075258613376211,Random Forest Regressor,0.0481232336566637,1.855355860056638
223,16,0.9,Linear Regressor,0.052330083828405316,0.016909880344272436,2.017547872634336,Linear Regressor,0.06462868031263068,2.49171120962613
