,/'Untitled'/'AE_RAW_Aufnahme'_fft_skewness,/'Untitled'/'AE_RAW_Aufnahme'_fft_kurtosis,/'Untitled'/'AE_RAW_Aufnahme'_fft_autocorrelation,/'Untitled'/'AE_RAW_Futter'_signal_mean,/'Untitled'/'AE_RAW_Futter'_signal_median,/'Untitled'/'AE_RAW_Aufnahme'_signal_mean,/'Untitled'/'AE_RAW_Aufnahme'ecD1,/'Untitled'/'AE_RAW_Aufnahme'_signal_autocorrelation,/'Untitled'/'AE_RAW_Futter'_signal_energy,Reihenfolge
160,38.170758402395634,3844.479198771342,0.5283112888666079,-3.395285286397308e-05,0.0007224468161600299,-1.207846735744453e-05,4.230709372391377,0.8268845302191312,5795.550239548918,9
161,18.76929315213505,1178.8050425222846,0.5658242690596469,-0.00021438991118364256,3.007787403586093e-07,-0.00022433634304264854,2.4636224621265925,0.788278455341772,4380.001411489189,80
162,38.099137596042254,3901.435343587652,0.5336461745553063,-6.210229313596202e-05,6.38741925520353e-05,-1.1519915549421013e-05,4.679309603380104,0.8261300051258837,5932.456119967153,8
163,16.456780801038693,942.827579241006,0.5747647466779795,-0.00028950697586429007,-0.00020009871660031653,-0.0003366910217362191,2.6605978929401948,0.7807181978213439,4434.376048188593,79
164,19.02494792920279,1207.6978475219198,0.569649124114593,-0.00026301645432009915,-0.00017799503680815398,-0.0003327337511335916,2.340778293732072,0.7957372528747078,4166.727284464004,78
165,18.92745237156144,1227.451664075747,0.5720141134459852,-0.000310183088604191,-0.00029409821779213807,-0.00039104293964502783,2.3887171800582565,0.7953185098060972,4048.722546030865,77
166,17.89971852789705,1108.393297587069,0.5881456450160722,-0.0002674983809639806,-4.741437247202107e-05,-0.0003201027657060587,2.631490065153064,0.7953601271773787,4520.208150376112,76
167,17.29483463498605,1043.8019374092064,0.5864981217133522,-0.000304874721163802,-0.00025986011025180833,-0.00039984681083165787,2.3287247004684266,0.782454935279672,3871.96975416685,75
168,14.855295202436366,781.91437116232,0.5990474795611508,-0.00032346759076006714,-0.00010530985987611263,-0.0003841050021405391,2.619919879070808,0.7849342296035001,4049.4045518716334,74
169,16.453809030163224,924.7145534391386,0.5988669107761161,-0.00032611509050815585,-0.00035267417666817735,-0.0003258451609918709,2.3490965766336904,0.7961840398033138,3820.335827571647,73
170,15.33153993621376,816.3036212639305,0.6053110152423172,-0.0003121076413159605,3.948912218809664e-05,-0.00030732029034167836,2.509065220245546,0.7872910116294543,3900.578761837307,72
171,13.480778566886578,597.090997144729,0.6150551680485777,-0.00031388816521237423,-0.0002810211343803326,-0.0003970230211356801,2.4820732565306503,0.7826758917152712,4368.928275704939,71
172,18.51382789939163,1172.176114982356,0.574306155764029,-0.0004025486820599544,-0.00030928786757999926,-0.00040166641402116274,2.1824257552463515,0.7875957528123422,3946.2292662918876,70
173,34.58459760018097,3345.5175390070312,0.5458557029750879,-0.00012020325877596362,0.00010516863401603682,3.92897667813645e-05,4.850593685721829,0.8243358133486395,5941.690958222193,7
174,16.537309659544093,946.8856500947822,0.5951320122046816,-0.0003479800878162549,6.955319701973384e-05,-0.00042516243886113453,2.225750825151989,0.7893005299958115,3991.698471008822,69
175,16.21811497248217,897.2291308063533,0.5961826868898977,-0.00038932584493615527,-2.216685410816321e-05,-0.00040531230061105386,2.240559721379311,0.7905032921817005,4022.1484369324394,68
176,15.83765561904243,869.0858369236386,0.5964415431720473,-0.00036639529312375085,-0.0003799827301397274,-0.0003983379451836034,2.275373730199109,0.7884137450126991,4110.723990566798,67
177,15.757285778933403,837.6862209243898,0.6035792574745903,-0.0003820974526355128,-0.00035393550686757536,-0.00038354903622063707,2.2687188619378134,0.7805751251535797,4295.226572396439,66
178,17.404828603207363,1086.2654200610518,0.5698486130675405,-0.000468947906744438,-0.0002386070198003853,-0.0005308241929394429,2.3745907556368757,0.7858880118031948,3940.602963374336,65
179,18.17891332049093,1129.3466903745525,0.564595359766349,-0.0004228513548161861,-0.00026222321777213953,-0.0004316663781630231,2.366835459321168,0.7968099793854749,3761.3988591997972,64
180,18.05270171030379,1122.0234788518226,0.5763620305048773,-0.00042476146152336055,-0.00034982745143141697,-0.0004892002312568637,2.2547756650293436,0.7975753745930673,3739.924501121677,63
181,16.921798162898586,1037.2784379189804,0.5800680436683903,-0.0004708789278161258,-0.0002951963297080917,-0.0004170862796569116,2.4013085414991897,0.7895707701977475,4088.212575216079,62
182,17.02451236547565,1053.14151350447,0.5845613279443547,-0.00040124789486408217,-0.00037523603196010235,-0.00045990104276256907,2.5155802767352182,0.7845414446932505,4204.868531227479,61
183,18.56969902233136,1193.6514640668765,0.5662255633882752,-0.0004297587008483694,-0.0002850731306963672,-0.0004820883927833718,2.2635013093052034,0.7835109154261394,3921.6443028446806,60
184,38.40573415320333,3901.824476143731,0.5383672011168862,-5.9948113643974916e-05,-2.9148370667975154e-05,4.314230891993749e-05,5.327798345840173,0.8371774171168515,6181.395523498943,6
185,18.072353722992503,1151.1813445270602,0.5810571417769905,-0.000495025100084257,5.9709215547654175e-05,-0.0004989619584555507,2.2488189726349535,0.7826729249290358,3957.254278388772,59
186,18.751722295754103,1206.7901179555115,0.5656372922953781,-0.00046379025209271124,-0.0002655091446526203,-0.0004397774468562937,1.9808720151968768,0.7743554008227582,3882.173056132649,58
187,18.293191009510373,1141.1387116110345,0.5821063721627769,-0.0005229453448002499,-0.00032443331690834576,-0.0005276235100663863,2.2926958220559146,0.7933958517056332,3785.1251562994494,57
188,17.139358482620413,1018.7598717596848,0.5899971619205312,-0.0005405323844159331,-0.00036086010185987233,-0.0005580542400519233,2.2561465600060813,0.7858957204089501,3996.2333447936626,56
189,19.33534079113224,1276.0026485105616,0.5549964773072916,-0.0006023073785363935,-0.0005934515468604129,-0.0006131224489351756,2.162053591144735,0.7756951919704697,3858.9403947792216,55
190,18.89122086374368,1237.800656403578,0.5568384326990247,-0.000641690204008069,-0.00028965941354819336,-0.000593338035338633,1.7167142075254307,0.7658374151741222,3461.4993167291664,54
191,18.59223285568552,1182.6024812373971,0.5489555539238536,-0.0005701298748804666,-0.0005340344855724323,-0.0006077597482056613,1.5678449671195982,0.7545871048950751,3549.1307994544572,53
192,18.77471609165244,1213.0326143420148,0.5571520867813888,-0.0005611069439037461,-0.000603607303283793,-0.0005146856659309225,1.6133646442417704,0.7613689612938666,3566.905776720036,52
193,18.571643914340466,1212.3690721349506,0.5731755875169863,-0.0005355605873081044,-0.0005615511046241917,-0.0006050120267151365,1.796508095246991,0.772057688521534,3700.388297576827,51
194,17.045695212369694,1020.9205836621887,0.5758243023878714,-0.0008595486654356272,-0.0008857215905035963,-0.0007533756267904505,1.8538623821794349,0.765347798585393,3459.134766783648,50
195,30.111726720341807,2656.381299036134,0.5597223396045264,-3.603803651601623e-05,0.0004179457505919804,2.988984841037987e-05,5.331091344333837,0.8355814166779568,6083.2103963612535,5
196,16.328033119907058,925.3369542020504,0.5748579637077307,-0.0008616015072879405,-0.0008225248508559879,-0.0007727225943326236,1.7332023787681765,0.7527926861299857,3486.073660058701,49
197,16.91325486897033,996.0272135000718,0.5615124376305093,-0.0008641051938327906,-0.0007389320784567666,-0.0007765186779179787,1.9041325044808497,0.7598544729739841,3495.126326045301,48
