,/'Untitled'/'AE_RAW_Aufnahme'_fft_energy,/'Untitled'/'AE_RAW_Aufnahme'_fft_skewness,/'Untitled'/'AE_RAW_Futter'_fft_skewness,/'Untitled'/'AE_RAW_Futter'_fft_kurtosis,/'Untitled'/'AE_RAW_Aufnahme'_fft_kurtosis,/'Untitled'/'AE_RAW_Futter'_fft_mean,/'Untitled'/'AE_RAW_Aufnahme'_fft_standarddeviation,/'Untitled'/'AE_RAW_Aufnahme'_fft_mean,/'Untitled'/'AE_RAW_Aufnahme'_fft_autocorrelation,/'Untitled'/'Fz'_signal_mean
400,7906981635.716389,5.23063012359541,3.819226903408628,19.850521995269123,71.33691256823306,105.0595714713622,177.59527297105794,116.80184597183849,0.6532051058853732,961.4681925131877
401,7155534716.576476,10.046872690944298,4.155942555651336,25.01374077031229,387.8394742579332,91.14021911213848,172.1323553107499,106.10948149992167,0.6198126949705405,991.3464354654127
402,7913241162.557225,5.391789727989478,3.8298263847324283,20.086749044500227,78.58796030837392,103.9243735017597,178.5249118255181,115.53084777058214,0.6578850557154179,965.729813681078
403,7228843570.905604,11.286758012757733,4.0141035217977885,22.128598192903482,510.56507610858773,91.70716740902382,172.89241146416916,106.84517586740402,0.6186366408614549,989.5544680084043
404,7016779879.430557,9.384265838800848,4.060806703328762,22.687522254228156,328.8100878324827,89.74723203358816,170.5668977340446,104.89432025949465,0.6313051442257309,990.8879721577744
405,7329222940.268988,9.513984413361312,4.041098659949803,22.78147620541936,353.17899165493964,91.16255739535582,174.36575825837357,107.13475762504271,0.6318884755268129,987.1432558950914
406,7884814073.494209,9.235436297309832,4.0166295369488365,22.39335745835114,336.59688507041614,92.58420522995205,181.28873095862872,110.41049065816559,0.6444863309397731,989.3156360745824
407,5646358550.806897,12.65020576804354,3.6842989867395697,18.264956762995602,633.6985513775966,81.89970333019417,151.71010874576618,96.17145579099152,0.5931066465909232,983.8433648810104
408,5593496567.358131,12.450436329300587,3.5587445437834453,16.830753271658374,621.0655935661746,80.41480398693953,151.5408120190386,94.85894697060024,0.6026873553826434,983.2856737577496
409,5749352850.247373,12.598451458903446,3.5730866431599733,17.12325074628551,625.5619040456303,83.50907195970807,153.0208054288791,97.14977078950581,0.6001480608445021,981.3524595448387
410,5766018009.36445,12.122728682939913,3.5696324093451235,17.44191128543176,593.2648554201993,83.62548637806702,153.0877642129129,97.53363926111342,0.6006473328214754,981.2217322169867
411,5941865349.520929,11.96282329356481,3.620026414415685,18.23408261083499,583.6548443163965,86.86176649799629,154.4614252376499,100.47479483199072,0.6066026952017074,989.0139583696373
412,7047615513.415881,9.829287827246471,3.930471830657189,21.384564954749173,365.06445786710736,86.76891883672957,171.3690738774927,104.42571123272856,0.626716898638192,981.1869377580183
413,7979441936.346631,5.382144875391437,3.845991060835384,20.249212250415408,76.3450663009045,102.47946268510559,179.8068782353587,115.17941484524378,0.6580169566599439,962.6981710579832
414,7241878307.049347,9.892872378498481,3.907326582345407,20.59964903583517,374.71128344630546,86.65720127895388,174.46166483648813,104.61973646042395,0.6328739152550962,980.534132108926
415,7524224048.374631,9.177788358179212,3.9436818517377623,21.093813247868255,307.3955050820205,88.13274396360116,178.39131039021657,105.69818526338852,0.6378636032687912,980.4371993736104
416,7472827242.567383,9.330885535209694,4.011721190294813,22.029134686651613,325.996949918581,86.64504228231255,178.3808870670905,104.31744382741456,0.6459712483016741,979.2176718136296
417,8108690423.608092,8.880379214851411,3.850189388686096,19.93702634083195,300.85413946261724,95.0971386388413,182.74559795838056,113.75157263098858,0.6387180565928252,984.8568321708788
418,8187909327.707746,8.6062731102014,3.5703857845625,17.277398244687742,259.8820961745154,93.6747872609261,187.0392444949783,108.64793748587613,0.6521072320185574,977.4558766651994
419,8402296876.086655,8.691353257530336,3.572691814575398,17.279680880560857,261.4855137934826,94.87240411592977,189.1738495925601,110.57296069356607,0.6479264142605174,974.6641997530356
420,8554063841.519747,8.739279440776983,3.5307436380304336,16.785040539308895,277.07333743466586,96.76268468995428,190.39784441636328,112.37893775208313,0.6426235688586298,980.151108872088
421,8685841106.236048,8.138913375087661,3.4625905990584664,15.830232444733264,227.74642756215061,97.6206050439369,191.38053511858288,114.04765901869754,0.6449930530047999,981.5973985497212
422,8980058178.81403,8.62858237229547,3.4841853383669963,16.34793653286431,284.4729311338231,99.65707567571816,194.11713833297276,116.76110127122436,0.6480967067011776,987.0273420645036
423,8213569821.792858,8.500947390248783,3.5485382509663626,16.498875856012834,280.1513454285316,101.60143445674385,184.7840237583295,113.09088937505206,0.6410040467229849,976.2221032404628
424,8495692071.962213,4.9521943992520345,3.7077816802486874,18.571118772871664,60.15648506378145,107.51727388839576,183.44869852608898,122.03846462844488,0.6628745610331099,957.3530383859712
425,8345683218.24655,8.170402386448044,3.6338755803862512,17.60409720832071,248.0444495413253,102.96700748404328,185.90533401247214,114.58108559309186,0.6346267416930621,978.0757923628148
426,8412788792.063297,8.391050695817652,3.59721420066352,17.85697641458381,271.1801729929143,106.65283034220872,184.97179871989638,117.72218350895659,0.6318393190465381,984.0677203261214
427,8694048151.71318,8.415599559568797,3.589959252135814,17.294056018405257,271.1302955961834,105.17790296820448,189.19086748868872,117.8435013546533,0.6335306323179338,975.7643645384044
428,8544310697.847404,8.339588592399371,3.6164916348277254,17.485207325949162,274.2172506846503,104.1111779289822,188.17477726556552,115.8226478724382,0.6412683538713011,985.0852897465596
429,7650131531.268166,9.13192692342051,3.869847550022131,20.87128485193722,323.075097065938,96.06263224018795,178.14629484307054,109.44832093375463,0.6333522748318068,974.6055892792148
430,7782935140.82648,8.661670857112995,3.800853110451297,19.84838135900242,283.6963410561322,98.37461431279762,178.61408591783595,112.12012933533804,0.6371588641654043,978.3077881562932
431,7762596236.117349,9.107234220382004,3.7843515418016405,19.459134010523783,314.7551555107284,94.1118135625945,180.69150627113885,108.20477040907406,0.6349826691817424,977.9649247330991
432,7944728784.458896,9.19697911606357,3.96227529341317,22.31850797702884,329.30194086914,95.52150323265327,182.84300422539886,109.3932630591972,0.6389674220317011,983.6841681420856
433,8711457685.397625,8.592356094585426,3.8088882324565088,20.438787304002076,277.1824757920846,99.34468958684765,190.94022372085877,115.41918890592056,0.6390501170041766,989.2866079583928
434,9046116304.223787,8.222545472993236,3.6409568713665816,18.337680057037907,241.106710848728,96.07477785286423,195.30687125142742,116.39295171517637,0.6445633195132611,980.8023961228321
435,10142629138.38913,4.982762165868787,3.8979381376624613,21.576025954343848,53.23447680411943,104.53337240997404,204.52711001503818,126.99032270095032,0.6762758230829874,946.8999980475877
436,9026400225.210508,7.477618231335933,3.65851400762967,18.80907028093785,177.94707735408596,96.86780517353279,195.08976238708516,116.27301694759804,0.6555625588004897,980.140507609738
