,/'Untitled'/'AE_RAW_Aufnahme'_signal_autocorrelation,/'Untitled'/'AE_RAW_Futter'_signal_autocorrelation,/'Untitled'/'AE_RAW_Futter'ecD1,/'Untitled'/'AE_RAW_Aufnahme'_fft_energy,/'Untitled'/'AE_RAW_Futter'ecD2,/'Untitled'/'AE_RAW_Aufnahme'_signal_mean,/'Untitled'/'AE_RAW_Aufnahme'_signal_variance,/'Untitled'/'AE_RAW_Aufnahme'_signal_kurtosis,/'Untitled'/'AE_RAW_Futter'_signal_mean,/'Untitled'/'Fz'_signal_mean
400,0.7960687781296765,0.8576090422765293,6.4516799033084915,7906981635.716389,0.939870280870547,6.833741428618101e-06,0.023500105150061276,0.20006463219130974,-4.2807225988235556e-05,961.4681925131877
401,0.7900899531361172,0.8358671153247953,3.904368038689265,7155534716.576476,0.6020723892086928,-0.00021949751279856652,0.020519583565966185,0.2592003670551155,-8.243525303651976e-05,991.3464354654127
402,0.7999984195325327,0.8614438884340049,6.258753425435738,7913241162.557225,0.9730282461120432,-4.954245777545303e-05,0.023461271530328683,0.2333191639475927,-2.476149086690224e-05,965.729813681078
403,0.788005119312005,0.8341861630594993,4.062284420796816,7228843570.905604,0.6831527303592827,-0.0002398291332540933,0.02086499380743899,0.3030533969445548,-7.810430552471639e-05,989.5544680084043
404,0.7937171068605287,0.8398395916087923,3.8154359693159967,7016779879.430557,0.628171701774914,-0.00012509765588687328,0.02034508637747705,0.2977692358591222,-7.005644811093281e-05,990.8879721577744
405,0.7938233286718495,0.8392706703305155,4.060758400351495,7329222940.268988,0.6479585553194342,-0.00017864291617545266,0.021264109151356445,0.2959010436753351,-6.918770931383197e-05,987.1432558950914
406,0.7909462918076993,0.8399173958157446,3.857438852128829,7884814073.494209,0.6981569674885238,-0.00017821004612967976,0.02209174558563613,0.23722974687643014,-7.793106762432798e-05,989.3156360745824
407,0.8076734988444979,0.8488962675061039,3.623977096093976,5646358550.806897,0.5523201428958691,-0.00024994406233345794,0.017155091659617906,0.3485921355337349,-0.00014205370861562901,983.8433648810104
408,0.8154118938804047,0.8598955858058951,3.851019671173904,5593496567.358131,0.5471767968240886,-0.0002714886163711614,0.01718664403647371,0.37188081453032495,-0.00013803126382669413,983.2856737577496
409,0.8116716205811842,0.8548329876857522,4.024807088272931,5749352850.247373,0.6013593957915131,-0.00020677482975534813,0.017673916424053502,0.4054261500544327,-0.00011292637914195748,981.3524595448387
410,0.8124531462259678,0.8561824459035752,4.006151442520768,5766018009.36445,0.5886303042968295,-0.00013953645589617528,0.01777891240533671,0.33856103023773443,-0.00010631560107468684,981.2217322169867
411,0.8053641047057978,0.8473188246337582,3.919553769123018,5941865349.520929,0.6448644438939939,-0.00017699684635251906,0.018049087133246253,0.3197385329836355,-8.66144223834116e-05,989.0139583696373
412,0.7935952413502911,0.8483524836842242,3.913750806178189,7047615513.415881,0.621700847792367,-0.00019037672522549586,0.020462619276909438,0.2788627441371063,-0.00016058411414692034,981.1869377580183
413,0.8043556521140355,0.8672596945524871,7.075552418296808,7979441936.346631,0.9734793736886928,-6.924133425425951e-05,0.02380590194838046,0.21834033837105693,-9.316789839102158e-05,962.6981710579832
414,0.7916654505245273,0.8477450155403636,3.954306424186424,7241878307.049347,0.6945186067989603,-0.00023458172003043516,0.02067910317761111,0.2866696895096319,-0.00012984159713208302,980.534132108926
415,0.7901455753281453,0.8449751514241937,3.5133763725370315,7524224048.374631,0.5663350946578284,-0.00021203574283518568,0.02095066056090977,0.27152831062747484,-0.0001909324416931153,980.4371993736104
416,0.8015016876609985,0.8544621243042726,4.160722235881408,7472827242.567383,0.6582123034129291,-0.00023412188829988008,0.021606411709059702,0.25138314119008603,-0.00015769732312784454,979.2176718136296
417,0.7846904820778733,0.8366343569734441,4.063910651364253,8108690423.608092,0.6347793595633476,-0.0002504361796360777,0.022856959275069796,0.3098618901656116,-0.00014446507517452463,984.8568321708788
418,0.8048436756033212,0.8454669317096157,3.920811686081018,8187909327.707746,0.6491666150265963,-0.00037757642084867364,0.022514092557319308,0.2660639820794444,-0.00030142139059049936,977.4558766651994
419,0.8019642216175364,0.8415113740170279,3.717764472301704,8402296876.086655,0.5983542624337627,-0.000439116334167288,0.022868814161925592,0.6375383198364246,-0.00034194722600666195,974.6641997530356
420,0.800371185560311,0.8384151412420562,3.846918144397497,8554063841.519747,0.6471560600213699,-0.00038834580775805896,0.023377676548488983,0.24005597886002936,-0.0002874140428633735,980.151108872088
421,0.8026897325373439,0.8414794431515582,4.288425043897696,8685841106.236048,0.6949585729052163,-0.0004457945800660462,0.023970889554494,0.25082702230488296,-0.00030506608315531987,981.5973985497212
422,0.7982323447617528,0.8388460314667927,4.033746443806473,8980058178.81403,0.6509638386299478,-0.0003736972465995287,0.02431872960937661,0.2511724731991363,-0.00030914400364352853,987.0273420645036
423,0.8021380945963899,0.8431359457125711,3.840428277875493,8213569821.792858,0.6319701348941782,-0.0004107807438794035,0.023095139884852674,0.22890471523268285,-0.0002620563594501079,976.2221032404628
424,0.8030810843028647,0.8623529291602542,7.07487471515927,8495692071.962213,1.0126571217215936,-1.7368687168531015e-05,0.025930981303204096,0.19790917220189108,-6.15975454439035e-05,957.3530383859712
425,0.7989756959320358,0.840094156668535,4.321988581107217,8345683218.24655,0.7410317230635797,-0.0005178166946134288,0.02367112056717608,0.22618805524031596,-0.00032145287418237065,978.0757923628148
426,0.7932506016744398,0.8321704932594128,4.541049915458473,8412788792.063297,0.8066322732450463,-0.0004539518778442714,0.023687474535976756,0.28207574069177804,-0.0003799736871188687,984.0677203261214
427,0.7953267996878134,0.8381118640666108,4.4011053136015805,8694048151.71318,0.7275215506081935,-0.00043974888800471566,0.024309706577842437,0.3027225585566389,-0.0004535806560827701,975.7643645384044
428,0.8007425737661815,0.8430206824959673,4.3480194324737775,8544310697.847404,0.8018585908683109,-0.000462155075136242,0.02415429254523228,0.2086929363819756,-0.00044415066233482656,985.0852897465596
429,0.798110370124246,0.8430881175449287,4.0848830131708365,7650131531.268166,0.7085795911991117,-0.0005368878087522571,0.021709338242091945,0.2556753389686497,-0.0004926325805505964,974.6055892792148
430,0.7954885563845167,0.8418276223070157,4.286583842152015,7782935140.82648,0.6924157590345121,-0.0005003506183400494,0.022210840274069124,0.255415305261137,-0.00043168046328714187,978.3077881562932
431,0.8020950157970479,0.8505655968535794,4.313172045467205,7762596236.117349,0.7252132342579147,-0.0005118313145869597,0.021892198729559862,0.2549027188970574,-0.0005133469327125244,977.9649247330991
432,0.8052598685501705,0.8511246993496321,4.481532126186036,7944728784.458896,0.7754765774035721,-0.0005247247042673779,0.022715178063254262,0.2424379158681327,-0.00046912587542493917,983.6841681420856
433,0.7998394401537324,0.8502759992299423,4.940019281288634,8711457685.397625,0.8701267369683913,-0.0005843784404555451,0.02432254927567306,0.3015273763140396,-0.00044127003528188674,989.2866079583928
434,0.7996255480208578,0.8428971076431828,4.316570426575783,9046116304.223787,0.6490054076342575,-0.0005425027222945017,0.024799575684233795,0.2288595348011184,-0.0005546573040981902,980.8023961228321
435,0.8010304994829731,0.8824398844178422,8.122497374305034,10142629138.38913,1.0354993541379534,-8.442121934170701e-05,0.02959494711555588,0.1762518210427242,-2.515453885976749e-05,946.8999980475877
436,0.7998344489039796,0.8404222219674632,4.1955265370054535,9026400225.210508,0.7341171664134137,-0.0005731021054161077,0.024757526629916864,0.21404756020887872,-0.0005535313909183498,980.140507609738
437,0.8050548295951159,0.8512857726571093,4.823386445717853,9360290380.90676,0.6515886801497031,-0.0005925277524029769,0.02583830097650634,0.2466823355730945,-0.0005698419313957857,985.4417748619452
438,0.799629032195866,0.8430394549388167,4.375129677334863,9727057580.023315,0.7058094498586042,-0.0005793011634499858,0.02613082157201382,0.1833327028127316,-0.0005954355197008753,985.6312726124933
439,0.8040505059399914,0.8467715675159598,4.48403103484784,9787130593.312193,0.7491225267583121,-0.000599014908787064,0.02664819833692184,0.16354532939659094,-0.0005822945517225173,993.8313884717501
440,0.7934373742011261,0.8396968838811859,4.108625239089179,8986142647.097954,0.6558995823534504,-0.0006532633404724541,0.024275759325765426,0.19074181266369766,-0.0006612370045067016,987.1764337545433
441,0.7954870144496894,0.8432347612939596,4.748013122361181,8975642084.859476,0.6551101681867337,-0.0007091038805816584,0.02444539218772952,0.20900937397054695,-0.0006714746681249892,983.910196726776
442,0.7953615663602557,0.8392905670027331,4.242555000262699,9246244307.098705,0.6190471356814042,-0.0006811600903531491,0.02507415347969949,0.181068982219498,-0.0007121453567563463,986.5824520924184
443,0.7977248156786045,0.8442587940291066,4.582441219194992,9585068224.508266,0.731808073230189,-0.0007502133773121553,0.02577274257560589,0.139846774449345,-0.0006776508865482222,984.490199601564
444,0.7902196451320818,0.8382259278897898,4.990576724705099,10701178768.970644,0.6895362511578913,-0.0006752097339006097,0.027985646778891444,0.1777129937639308,-0.0006565169280683112,992.1639207519188
445,0.7855224742897684,0.8300560966238549,3.9886529082879334,8615173350.135065,0.7267873813684357,-0.0007727368420685784,0.023600644161264468,0.20270325553650315,-0.00081689858254626,984.976609324656
446,0.8011187283511362,0.8837882250763939,7.702448816764992,10081216925.02785,1.2595247175123507,-6.093713521969513e-05,0.02969427468975405,0.17212423034842272,-3.562757468328094e-05,936.403684472196
447,0.7861584531753583,0.829765141080427,3.9956546925013576,8736002016.226368,0.6689187440873565,-0.0007615798761821268,0.02397906588683177,0.2009606993936206,-0.0007643626387237802,984.4686794109604
448,0.7869315480788724,0.8312199781107249,4.0903678556185685,8843640861.275265,0.6626916795891749,-0.000717540796514595,0.02420368101774378,0.19907871609435854,-0.0007898539888946518,988.7571742209548
449,0.783820189171977,0.8293067711096109,3.8299036634048,9425119470.574228,0.7793924302782307,-0.0008246821982419925,0.025248296492451968,0.2043724089818597,-0.0008485113222744307,988.6186733779876
450,0.7878467898630034,0.8321564736999172,4.842354645532589,10418159365.088856,0.7737478104032354,-0.0007704918349508117,0.02773556517077547,0.14607265806621195,-0.0008106975560593617,1005.9312631256619
451,0.7927451365450545,0.8351218325095202,4.243921334090027,8595136049.398146,0.7012758206091669,4.188743071243901e-05,0.023126380196781274,0.2400483727196723,-1.0477030987044278e-05,985.9754513361763
452,0.7929547858324374,0.8390644246835858,4.4228098894395815,8811941843.921614,0.7239991735800869,-1.1011851936811121e-05,0.023510315663726543,0.1854966625067922,-4.760929840308427e-05,987.2883637423371
453,0.7911594060220439,0.8359633995370661,4.570062642284476,9171762130.5845,0.7328959886995988,3.317911062279079e-05,0.024361164859890358,0.15694695103326595,-7.450447293891583e-06,981.1368306125283
454,0.7915984310706434,0.8365751771785312,4.825377260483701,9421477287.549507,0.6741980611551601,4.069700956614301e-05,0.02489811614360091,0.16892174747378785,1.3304008700504125e-05,985.5056078523843
455,0.7950683925785638,0.8403072976406958,4.792925592573901,10096401865.635069,0.8090676047953537,5.724547587831452e-06,0.02672351080620456,0.18221447967581028,4.160578519199437e-05,994.0333934800252
456,0.7741576203949108,0.8480899630071103,4.735124183263794,9854697278.110876,0.7185893664531932,-1.7139836080281837e-05,0.025481968612477892,0.17599884142043545,1.3602504489911742e-05,984.6555599516155
457,0.8103598838568159,0.8902834689037382,8.982864766225166,10505107574.279318,1.297281148084676,-0.00012887685514356592,0.03224139360159281,0.14028179206364744,-7.694270221631318e-05,938.0516600043144
458,0.7733598350338733,0.847139722703663,4.84347476570731,9795417184.724182,0.6955043175089186,2.840734867955543e-05,0.02549428971562854,0.1155338593323183,2.1062159684459563e-05,992.4495909226853
459,0.7773355980493059,0.8526623860106082,4.846912223811397,10057746813.778948,0.7560595805110242,-1.63420516047499e-06,0.026076998374994716,0.18160493861568305,-6.092358038098163e-06,987.6881518526574
460,0.7770944409998681,0.8544046153396366,4.861333437038079,10125839224.089249,0.799325024629463,4.990934964946975e-05,0.02642365624196156,0.19643873519262112,-1.3937527488721848e-05,994.6216556681212
461,0.7741350411638285,0.8507848559831833,5.159175920222833,10725427378.407578,0.8448024791617355,9.075630269169668e-06,0.02805968168103297,0.14880822059946694,-1.727767444517134e-05,991.2977046241574
462,0.8024658691811631,0.8368972718372738,4.509225307306989,8109452410.974328,0.7391619613432063,9.907525649911541e-06,0.022657653853669,0.19071052810295,-2.24528190352868e-05,980.3077694914772
463,0.8038114348543609,0.8368715766564779,4.923432046975705,8307709991.34516,0.7971910294901217,1.805573479339267e-05,0.023443740450206026,0.1893656264757464,-2.2695344486074105e-05,985.9928076485044
464,0.7976896216565867,0.8345613263667303,4.923851495498896,8427966045.2817,0.7741819500070273,-1.588780995536463e-05,0.0234395593664643,0.23789017176502505,1.1728468401164465e-05,982.3844161801967
465,0.8037974058285412,0.8392643362499236,5.258916705307572,8823920482.988014,0.8245218485328359,-3.0248691074395587e-05,0.024499096849072043,0.1456014449991745,-6.216938651719857e-05,982.4530096953964
466,0.8026220481484345,0.841332565425655,5.577792840120026,9137820131.592165,0.8832384720611373,6.5364023365181095e-06,0.02556862888239904,0.14884247964795486,-9.409298801858458e-05,990.1952879074786
467,0.7843298388134595,0.8505036023660263,5.37539179751742,9631041217.44758,0.9192155355645132,-2.150835160661452e-05,0.026545626497314484,0.15808695032744202,3.377305782215738e-05,991.3903403144652
468,0.8261214140337071,0.899853920454967,11.808872210358171,10495246004.346058,1.6894380276999512,-0.0001127202269196541,0.034909342121415866,0.14390040640685253,-3.313809316516114e-05,906.381514318585
469,0.7833669453708657,0.8468169008632241,5.377345776407397,9589444101.563835,0.8221765766917786,-1.3579562665365238e-05,0.0264465925239748,0.1269061353911516,-1.4468313500479636e-05,982.6513351356972
470,0.7753407548336368,0.8432463201406579,5.049819974370524,9939328233.600992,0.8232071919211844,-8.737080488319067e-05,0.027093378643620148,0.13766200652424446,-3.0061588952453246e-05,984.1237381403363
471,0.785281271657833,0.8520174263484438,5.6069016582702425,10686263372.745766,0.9142607825702778,-5.721452127703906e-05,0.029004077703617556,0.14807845251735952,-3.9961984670106105e-05,990.2481707238347
472,0.7828570139640529,0.84882129624206,6.141265316505897,11651735794.719198,0.8671332809267123,-4.357567332673321e-05,0.031469670980132404,0.13020353559047448,-3.56860182183391e-05,991.395385027448
473,0.7887948945489335,0.8398057023909423,5.325456890556639,9393550290.597998,0.8260856556444359,-6.554959885639101e-05,0.026185464234736312,0.16144060259199255,-5.799626698940868e-05,992.7524730798276
474,0.7915165283684688,0.8396231647907526,5.614501099242664,9754221586.98621,0.8956657191645467,-2.1192112715516025e-05,0.027336099327400724,0.17617415273644133,-4.800147126489548e-05,996.4613764184078
475,0.7982976437346794,0.8521807844403791,5.822449359126552,9390820542.39373,0.8643169875373986,-7.084675239676321e-05,0.02650957987868972,0.20236889544266967,-4.765164713646468e-05,984.0628623441388
476,0.7988399108358623,0.8520242419497853,6.555171733477013,9780492662.998795,0.9317201944540462,-5.273416609489416e-05,0.02808785710410764,0.21824971737131893,-3.083189453005874e-05,983.8290862825287
477,0.7967835121283967,0.854739753997132,6.051974253475589,10612016687.991009,1.0752829624083349,-5.078067982203849e-05,0.029546054507694312,0.19695646347067308,-1.308868841087721e-05,992.8394369087904
478,0.7965269696797672,0.8535868255352042,6.2139079841082046,7863190747.313716,0.956590071791854,-2.593284400225196e-05,0.023456480451508117,0.21838509536284256,-4.943638180797729e-05,967.1348744914624
479,0.8487891280853818,0.9174964290218052,19.249654763915178,11956273196.42238,2.2320485526622784,-8.437676488442577e-05,0.04666868252882845,0.12991963593525258,-6.675648108494615e-05,884.243401055938
