,/'Untitled'/'AE_RAW_Aufnahme'_fft_skewness,/'Untitled'/'AE_RAW_Aufnahme'_fft_autocorrelation,/'Untitled'/'AE_RAW_Aufnahme'_fft_kurtosis,/'Untitled'/'AE_RAW_Aufnahme'_fft_standarddeviation,/'Untitled'/'AE_RAW_Aufnahme'_fft_variance,/'Untitled'/'AE_RAW_Futter'_fft_autocorrelation,/'Untitled'/'AE_RAW_Aufnahme'_fft_energy,/'Untitled'/'AE_RAW_Futter'_fft_variance,/'Untitled'/'AE_RAW_Futter'_fft_standarddeviation,Reihenfolge
201,19.422927461536514,0.5485198348167264,1282.8380285409246,142.28190107243324,20244.13937278568,0.6680574907701247,5154602546.2205925,8996.731117702222,94.85109971793804,44
202,19.594273088174145,0.5377030687385947,1304.2390280586558,144.17847695387715,20787.433216739686,0.6662067660270911,5281503930.786118,8561.07625671946,92.52608419640086,43
203,19.90511290203538,0.5544439075520958,1330.1940202315147,142.9800361257326,20443.2907305158,0.6716457629476642,5124285042.87638,8341.616962125609,91.33245295143236,42
204,19.593187920763352,0.5641217417344269,1299.2112972629275,146.9715613975149,21600.63985962349,0.6767463654277824,5251789086.507143,8304.793654129731,91.13064058882573,41
205,18.61738566253479,0.5658831130027003,1146.1558415207264,147.3693055589267,21717.712220920304,0.6647273917317709,5278277969.720355,7246.59680475698,85.12694523332186,40
206,32.22266269902393,0.5574028380586871,2942.2501177706567,185.83218630928772,34533.601468489825,0.6659190356337112,7771465633.065681,8282.900963275833,91.01044425380985,4
207,17.85385814845419,0.5658995310522734,1062.3266241997007,147.1647198535044,21657.454769560438,0.659062204420223,5330136752.500313,7524.4054987203135,86.74333114839615,39
208,21.002743522724472,0.5585165847000777,1431.6127708581669,142.42358661816618,20284.47802518229,0.6682978651815512,4827902917.971553,6409.117979926916,80.05696709173358,38
209,19.28047665241445,0.5532645771636879,1216.8846745776625,145.12618590306215,21061.60983477016,0.6594789285651005,5122839981.877457,6860.9974604196,82.8311382296513,37
210,17.758256094077534,0.5685473813235299,1051.2526937891346,153.28335839757196,23495.787961638493,0.6584496458916448,5651834714.603109,7648.103507808353,87.45343622641909,36
211,18.392034971478,0.5410140626050024,1174.0921339340289,145.28080152701682,21106.51129233245,0.6382129609298258,5359655998.220378,6823.708725373339,82.60574269004147,35
212,17.897902638562407,0.5580186068804371,1110.279012291409,145.41316991718486,21144.989985364078,0.6550822646406644,5293056451.755427,6777.043336391537,82.32279961463614,34
213,18.131293558910283,0.5564151948100026,1120.2523817788517,146.85023013912942,21564.990091915282,0.653587161032364,5319915610.154024,6475.626404157604,80.47127688907146,33
214,19.328863370210925,0.5459961858916188,1265.8210329884214,154.16769120235892,23767.6770106659,0.6507618110412694,5806702673.925468,6972.646046113245,83.5023714999355,32
215,18.06597548051818,0.5567686819360671,1126.6056820215704,158.61759099957106,25159.5401745072,0.6456222111707114,6219941377.362757,7667.664227390762,87.56519986496212,31
216,18.719101134844504,0.5345483769184872,1202.504505395026,149.44737247168075,22334.517138689283,0.6521958214266541,5544866478.980332,7061.0446724042495,84.03002244676749,30
217,30.018340568281804,0.5611190243430542,2683.149730786144,184.7978924741872,34150.26106290125,0.6710166426268229,7737004167.124853,8345.163588183379,91.35186691131922,3
218,18.518455408792953,0.5401141264970045,1166.485216016691,149.85088944504804,22455.289067472007,0.6457950802458958,5575752721.9035,6771.393409767083,82.2884767738903,29
219,19.947930273652734,0.5352414422758672,1350.3552883491236,147.10271896893238,21639.20992805269,0.6597323634878896,5249889983.426643,6263.222711678058,79.14052509099278,28
220,19.846434930807238,0.5424593288535648,1300.4530675735778,146.66529925114926,21510.710004429155,0.657687952890903,5142527416.623885,5911.245613625863,76.88462533969886,27
221,19.050491623069288,0.548388172190317,1215.4282357800628,153.2277297900036,23478.737176598348,0.6538685188446642,5646844557.3936405,6445.069762934064,80.28119183802681,26
222,23.37906366796757,0.4834651126131273,1730.3612087393963,138.74556777024117,19250.332575886583,0.6718467180212032,4779165624.242894,7709.35856354201,87.8029530456807,25
223,23.85043790050347,0.4971791792602998,1780.5076770116607,138.37738993276432,19148.3020446043,0.6825179952220941,4617434152.862503,7324.269275994482,85.5819448014269,24
224,20.12744142381339,0.518346356627942,1332.9504506123849,150.73351820216087,22720.593509601164,0.6863244147758214,5421222166.996341,9495.97640433998,97.44730065189071,23
225,24.166717374899267,0.4692402495542402,1825.4738588418047,139.443036505717,19444.360429934724,0.6737005159730699,4700355415.186387,7290.425100164309,85.38398620446523,22
226,21.960907428092252,0.4975278878242076,1576.2147774537098,146.5571057252098,21478.985238550325,0.6799375291578601,5222671215.646326,8226.871970318567,90.70210565537364,21
227,41.199163875927205,0.5193780883537461,4336.751329244389,164.90981737769286,27195.247867544007,0.6608525787939231,6195289444.272015,6727.1754326354285,82.01936010866841,20
228,30.246053365862387,0.5580310935196755,2711.102252461452,191.69896445539533,36748.49297327091,0.6528976784034046,8449771430.020109,8397.106822890264,91.63572896469076,2
229,37.90563106410922,0.5294154695657152,3786.1845091986684,165.09593655707332,27256.668267657173,0.6561070943253408,6291096052.118562,6975.354612745537,83.51858842644275,19
230,37.272774420714995,0.5350047604900403,3675.6184117324256,165.2789319045713,27317.125331515912,0.6625658821657314,6220849297.491414,6986.590044082052,83.58582442066387,18
231,39.56738863551856,0.5274828806758353,4103.418798287646,168.65395584320018,28444.156821560133,0.6630564209091362,6430255937.712431,6828.196462884112,82.63290181812637,17
232,40.58087262642177,0.5314959861525462,4226.025425555069,170.34421685863882,29017.152217182964,0.6605716625871799,6532014243.767105,6709.920665143607,81.9141054101405,16
233,41.85537603264316,0.5201663419812683,4423.80681113017,163.0728737032823,26592.76213784667,0.6613503585784382,6006905143.584632,6593.138622310354,81.19814420484221,15
234,39.54505649251225,0.5230768242680299,4050.205337772602,162.5376699120829,26418.494140449213,0.6453039234019575,6123221100.044174,6742.798991837438,82.11454799143351,14
235,41.05968561556799,0.515947492614642,4285.97446812037,164.69312263226044,27123.824642364776,0.649952397944544,6239278305.927929,6635.0947834695,81.45609113792227,13
236,37.2952160179139,0.5329045638103177,3715.346432455458,166.61385248474937,27760.175839809828,0.6487766086574189,6417304470.88574,7161.208359828833,84.62392309405676,12
237,38.74552265529089,0.5293296136385229,3944.4063880780573,173.54770289069506,30118.80517863696,0.6599623968851629,6880107279.540026,7827.520358558653,88.47327482668794,11
238,39.200872489633724,0.5200178194815492,4013.28685667622,165.9766087476017,27548.234651354447,0.6519128159851176,6267389159.05945,6134.404620894124,78.32244008516413,10
239,26.34257283118184,0.5785256225303465,2139.809467916129,198.7617600686578,39506.23726559069,0.6755846787802127,8924213041.580875,10401.189229847447,101.98622078421892,1
